@RELATION characters
@ATTRIBUTE name  STRING
@ATTRIBUTE culture  {"ironborn" , "northmen" , "freefolk" , "braavosi" , "valyrian" , "ghiscari" , "dothraki" , "dornish" , "westeros" , "mountainclans" , "tyroshi" , "qaren" , "ironmen"}
@ATTRIBUTE allegiance  {"Allyrion","Ambrose","Arryn","Ashford","Baelish","Ball","Banefort","Bar","Baratheon","Beesbury","Belmore","Bettley","Blackbar","Blackberry","Blackfyre","Blackmont","Blacktyde","Blackwood","Blanetree","Blount","Boggs","Bolling","Bolton","Borrell","Botley","Bracken","Brax","Broom","Brune","Buckler","Bulwer","Bushy","Butterwell","Byrch","Bywater","Cafferen","Caron","Cassel","Caswell","Celtigar","Cerwyn","Charlton","Chelsted","Chester","Chyttering","Clegane","Clifton","Cockshaw","Codd","Coldwater","Cole","Condon","Conklyn","Connington","Corbray","Costayne","Cox","Crabb","Crakehall","Crane","Cupps","Cuy","Dalt","Darklyn","Darry","Dayne","Deddings","Dondarrion","Drinkwater","Drumm","Dustin","Egen","Erenford","Errol","Estermont","Estren","Farman","Farring","Farwynd","Fell","Flint","Florent","Foote","Fossoway","Fowler","Frey","Gargalen","Gaunt","Glover","Goodbrook","Goodbrother","Gower","Graceford","Grafton","Grandison","Greenfield","Grell","Greyjoy","Grimm","Haigh","Harclay","Hardy","Hardyng","Harlaw","Hasty","Hawick","Hayford","Hetherspoon","Hewett","Hightower","Hoare","Hogg","Hollard","Hornwood","Horpe","Humble","Hunt","Hunter","Inchfield","Ironmaker","Jast","Jordayne","Karstark","Kenning","Kettleblack","Lannister","Lefford","Leygood","Liddle","Locke","Longthorpe","Lonmouth","Lorch","Lothston","Lychester","Lydden","Lynderly","Mallery","Mallister","Manderly","Manwoody","Marbrand","Martell","Massey","Meadows","Merlyn","Merryweather","Mertyns","Mollen","Moore","Mooton","Moreland","Mormont","Morrigen","Mudd","Mullendore","Myre","Nayland","Norcross","Norrey","Norridge","Nymeros","Oakheart","Osgrey","Paege","Payne","Peake","Peckledon","Penrose","Piper","Plumm","Poole","Potter","Prester","Qorgyle","Rambton","Redbeard","Redfort","Redwyne","Reed","Reyne","Rhysling","Risley","Roote","Rosby","Rowan","Royce","Ruttiger","Ryger","Rykker","Ryswell","Santagar","Sarsfield","Sawyer","Seaworth","Selmy","Serry","Sharp","Shepherd","Shett","Slynt","Smallwood","Sparr","Spicer","Stackspear","Staedmon","Stark","Staunton","Stokeworth","Stonehouse","Stonetree","Stout","Strickland","Strong","Sunderland","Sunglass","Swann","Swyft","Tallhart","Targaryen","Tarly","Tarth","Tawney","Templeton","Thorne","Toland","Tollett","Toyne","Trant","Tully","Turnberry","Tyrell","Uffering","Uller","Umber","Vaith","Vance","Varner","Velaryon","Vikary","Volmark","Vypren","Vyrwel","Wagstaff","Wayn","Waynwood","Weaver","Webber","Wells","Wellsofthe","Westerling","Whent","Willum","Wode","Woods","Woolfield","Wull","Wylde","Wynch","Wythers","Yew","Yronwood"}
@ATTRIBUTE born  NUMERIC
@ATTRIBUTE title  {"Iron King" , "King in the North" , "Hand of the King" , "King" , "Princess" , "Prince" , "Lord Commander" , "Queen" , "Lady" , "Knight" , "Commander" , "Captain" , "Grand Maester" , "Archmaester" , "Maester" , "Master" , "Admiral" , "Lord" , "Sword" , "Steward" , "Cupbearer" , "Septa" , "Septon" , "Wisdom" , "Shield" , "Khal" , "Bloodrider" , "Castellan" , "Ser"}
<<<<<<< HEAD
@ATTRIBUTE isAlive {'dead','alive'}
@DATA
"Robert Frey",?,Frey,786,?,"alive"
"Robert Frey (son of Raymund)",?,Frey,783,?,"alive"
"Robert Paege",?,Paege,?,"Ser","alive"
"Robett Glover","northmen",Glover,?,?,"alive"
"Robin",?,?,?,?,"dead"
"Robin Flint",?,Flint,?,?,"dead"
"Robin Greyjoy","ironborn",Greyjoy,?,?,"dead"
"Robin Hill",?,?,?,"Lord Commander","alive"
"Robin Hollard",?,Hollard,?,?,"alive"
"Robin Moreland",?,Moreland,?,"Lord","alive"
"Robin Potter",?,Potter,?,"Ser","alive"
"Robin Ryger",?,Ryger,737,"Ser","alive"
"Robyn Rhysling",?,Rhysling,?,"Ser","alive"
"Rodrik Cassel",?,Cassel,?,"Ser","dead"
"Rodrik Flint",?,?,?,"Lord Commander","alive"
"Rodrik Freeborn","ironborn",?,?,?,"alive"
"Rodrik Greyjoy","ironborn",Greyjoy,774,?,"dead"
"Rodrik Harlaw","ironborn",Harlaw,?,"Captain","alive"
"Rodrik Ryswell","northmen",Ryswell,?,"Lord","alive"
"Rodrik Stark","northmen",Stark,?,"King in the North","alive"
"Rodrik Stark (son of Beron)","northmen",Stark,?,?,"alive"
"Rodwell Stark","northmen",Stark,?,"Lord","alive"
"Roelle",?,?,?,"Septa","alive"
"Roger Hogg",?,Hogg,?,"Knight","alive"
"Roger Ryswell","northmen",Ryswell,?,?,"alive"
"Roger of Pennytree",?,?,?,?,"dead"
"Roggo","braavosi",?,?,?,"alive"
"Rohanne Webber",?,Webber,685,"Lady","alive"
"Roland Crakehall (Kingsguard)",?,Crakehall,?,"Ser","alive"
"Roland Crakehall (Lord)",?,Crakehall,?,"Lord","alive"
"Rolder",?,Lannister,?,?,"alive"
"Rolfe",?,?,?,?,"alive"
"Rollam Westerling",?,Westerling,790,?,"alive"
"Rolland Darklyn",?,Darklyn,?,"Ser","alive"
"Rolland Longthorpe",?,Longthorpe,?,"Lord","alive"
"Rolland Storm",?,Caron,?,"Lord","alive"
"Rolland Uffering",?,Uffering,?,"Ser","alive"
"Rolley",?,?,?,?,"dead"
"Rolly Duckfield",?,Targaryen,?,"Ser","alive"
"Rolph Spicer",?,Spicer,?,"Lord","alive"
"Romny Weaver","ironborn",Weaver,?,?,"alive"
"Ronald Connington",?,Connington,?,"Knight","alive"
"Ronald Storm",?,Connington,?,?,"alive"
"Ronald Vance",?,Vance,?,"Ser","alive"
"Ronel Rivers",?,Frey,?,?,"alive"
"Ronnel Arryn",?,?,?,?,"alive"
"Ronnel Harclay",?,Harclay,?,?,"alive"
"Ronnel Stout",?,Stout,?,?,"alive"
"Ronnet Connington",?,Connington,774,"Knight","alive"
"Roone",?,?,786,?,"alive"
"Roone (maester)",?,?,?,"Maester","alive"
"Roose Bolton","northmen",Bolton,760,"Lord","alive"
"Roose Ryswell","northmen",Ryswell,?,?,"alive"
"Rorge",?,?,?,?,"dead"
"Roro Uhoris","tyroshi",?,?,?,"dead"
"Roryn Drumm","ironborn",Drumm,?,?,"alive"
"Rosamund Lannister",?,Lannister,?,?,"alive"
"Rosey",?,?,784,?,"alive"
"Roslin Frey",?,Frey,782,?,"alive"
"Rossart",?,?,?,"Hand of the King","dead"
"Rowan","freefolk",?,?,?,"dead"
"Royce Coldwater",?,Coldwater,?,"Lord","alive"
"Ruby Ford",?,?,?,?,"alive"
"Rudge",?,?,?,?,"alive"
"Rufus Leek",?,Rykker,?,"Ser","alive"
"Rugen",?,?,?,?,"alive"
"Runcel Hightower",?,Hightower,?,"Lord Commander","alive"
"Runciter",?,?,?,"Grand Maester","dead"
"Runestone",?,?,?,?,"alive"
"Rupert Brax",?,Brax,?,"Ser","dead"
"Rupert Crabb",?,Crabb,?,"Ser","alive"
"Rus","ironmen",?,?,?,"alive"
"Rusty Flowers",?,?,?,?,"alive"
"Ryam",?,?,?,"Archmaester","alive"
"Ryam Florent",?,Florent,?,"Ser","alive"
"Ryam Redwyne",?,Redwyne,?,"Hand of the King","dead"
"Rycherd Crane",?,Crane,?,"Ser","alive"
"Ryella Frey",?,Frey,794,?,"alive"
"Ryella Royce",?,Royce,?,?,"alive"
"Ryger Rivers",?,Frey,?,?,"alive"
"Ryk",?,?,?,?,"alive"
"Rylene Florent",?,Florent,?,?,"alive"
"Ryles",?,?,?,?,"dead"
"Ryman Frey",?,Frey,746,"Ser","dead"
"Rymolf",?,?,?,?,"alive"
"Rymund the Rhymer",?,?,?,?,"alive"
"Ryon Allyrion","dornish",Allyrion,?,"Ser","alive"
"S'vrone","braavosi",?,?,?,"alive"
"Saathos",?,?,?,?,"alive"
"Saera Targaryen","valyrian",Targaryen,?,"Princess","alive"
"Sailor's Wife",?,?,?,?,"alive"
"Salladhor Saan",?,Baratheon,?,"Prince","alive"
"Sallei Paege",?,Paege,?,?,"alive"
"Sallor","qaren",?,?,?,"dead"
"Salloreon",?,?,?,?,"alive"
"Sam Stoops",?,Osgrey,?,?,"alive"
"Samwell Spicer",?,Spicer,?,"Ser","alive"
"Samwell Stone",?,Royce,?,"Ser","alive"
"Samwell Tarly","westeros",?,783,?,"alive"
"Sandor Clegane",?,Clegane,770,?,"dead"
"Sandor Frey",?,Frey,787,?,"alive"
"Sansa Stark","northmen",Stark,786,"Princess","alive"
"Sarella Sand","dornish",Martell,780,?,"alive"
"Sargon Botley","ironborn",Botley,?,?,"alive"
"Sarra Frey",?,Frey,785,?,"alive"
"Sarya Whent",?,Whent,?,"Lady","alive"
"Satin",?,?,780,?,"alive"
"Sawane Botley","ironborn",Botley,?,"Captain","dead"
"Sawwood",?,?,?,?,"alive"
"Scarb",?,?,?,?,"dead"
"Scolera",?,?,?,"Septa","alive"
"Seagard",?,?,?,?,"alive"
"Sebaston Farman",?,Farman,?,"Lord","alive"
"Second Sons",?,?,?,?,"alive"
"Sedgekins",?,?,?,?,"alive"
"Sefton Staunton",?,Staunton,?,"Septon","alive"
"Selmond Stackspear",?,Stackspear,?,"Lord","alive"
"Selwyn Tarth",?,Tarth,745,"Lord","alive"
"Selyse Florent",?,Florent,?,"Queen","alive"
"Senelle",?,Lannister,?,?,"dead"
"Serala",?,Darklyn,?,?,"alive"
"Serra",?,?,?,?,"dead"
"Serra Frey",?,Frey,785,?,"alive"
"Shadrick",?,?,?,?,"alive"
"Shae",?,?,780,?,"dead"
"Shagga","mountainclans",?,?,?,"alive"
"Shagwell",?,?,?,?,"dead"
"Sharna",?,?,?,?,"alive"
"Sheepstealer",?,?,?,?,"alive"
"Shella",?,?,?,?,"alive"
"Shella Whent",?,Whent,?,"Lady","dead"
"Sherrit",?,?,?,"King","alive"
"Shiera Crakehall",?,Crakehall,?,?,"alive"
"Shiera Seastar","westeros",Targaryen,678,?,"alive"
"Shierle Swyft",?,Swyft,?,?,"alive"
"Shireen Baratheon",?,Baratheon,789,"Princess","alive"
"Shirei Frey",?,Frey,792,?,"alive"
"Shortear",?,Lannister,?,?,"alive"
"Shyra","northmen",Stark,?,?,"alive"
"Shyra Errol",?,Errol,?,"Lady","alive"
"Sigfry Stonetree","ironborn",Stonetree,?,?,"alive"
"Sigfryd Harlaw","ironborn",Harlaw,?,"Master","alive"
"Sigrin",?,Greyjoy,?,?,"alive"
"Simon Leygood",?,Leygood,?,"Ser","alive"
"Simon Staunton",?,Staunton,?,"Ser","alive"
"Simon Toyne",?,?,?,?,"dead"
"Skahaz mo Kandaq","ghiscari",Targaryen,?,?,"alive"
"Skinner",?,Bolton,?,?,"alive"
"Skittrick","northmen",Stark,?,?,"alive"
"Sky Blue Su",?,?,?,?,"alive"
"Skyte","ironborn",Greyjoy,?,?,"alive"
"Snakewood",?,?,?,?,"alive"
"Southshield",?,?,?,?,"alive"
"Squinty Jeyne",?,Osgrey,?,?,"alive"
"Standfast",?,?,?,?,"alive"
"Stone Hedge",?,?,?,?,"alive"
"Summer Islands",?,?,?,?,"alive"
"Tarth",?,?,?,?,"alive"
"The Great Spring Sickness",?,?,?,?,"alive"
"The Red Lamb",?,Targaryen,?,"Ser","alive"
"Theodore Tyrell",?,Tyrell,?,"Ser","alive"
"Tor",?,?,?,?,"alive"
"Tyrion Lannister",?,Lannister,773,"Hand of the King","alive"
"Vixen",?,?,?,?,"alive"
"Wayfarer's Rest",?,?,?,?,"alive"
"Widow's Watch",?,?,?,?,"alive"
"Windblown",?,?,?,?,"alive"
"Woods witch",?,?,?,?,"alive"
"Acorn Hall",?,?,?,?,"alive"
"Big Walder Frey",?,Frey,791,?,"alive"
"Black Walder Frey",?,Frey,760,?,"alive"
"Blue Bard",?,Tyrell,?,?,"alive"
"Fair Walda Frey",?,Frey,780,?,"alive"
"Fat Walda Frey",?,Frey,783,?,"alive"
"First Sword of Braavos",?,?,?,?,"alive"
"Grey Glen",?,?,?,?,"alive"
"House Stokeworth",?,?,?,"Lord","alive"
"Ibben",?,?,?,?,"alive"
"Iron Fleet",?,?,?,?,"alive"
"Iron Islands",?,?,?,?,"alive"
"Little Walder Frey",?,Frey,791,?,"dead"
"Lord Staunton",?,Staunton,?,"Lord","dead"
"Myr",?,?,?,?,"alive"
"Qarth",?,?,?,?,"alive"
"Qohor",?,?,?,?,"alive"
"Red Walder Frey",?,Frey,785,?,"alive"
"Salt Shore",?,?,?,?,"alive"
"Sealskin Point",?,?,?,?,"alive"
"Sleepy Jack",?,?,?,?,"alive"
"Sloey","braavosi",?,?,?,"alive"
"Small Paul",?,?,?,?,"dead"
"Smiling Knight",?,?,?,?,"alive"
"Softfoot",?,?,?,?,"dead"
"Soren Shieldbreaker",?,?,?,?,"alive"
"Sour Alyn",?,Bolton,?,?,"alive"
"Spare Boot",?,?,?,?,"alive"
"Spotted Cat","ghiscari",?,?,?,"alive"
"Spotted Pate of Maidenpool",?,?,?,?,"dead"
"Spottswood",?,?,?,?,"alive"
"Squint",?,Greyjoy,?,?,"dead"
"Squirrel","freefolk",?,?,?,"dead"
"Stafford Lannister",?,Lannister,?,?,"dead"
"Stalwart Shield",?,?,?,?,"dead"
"Stalwart Shields",?,?,?,?,"alive"
"Stannis Seaworth",?,Seaworth,789,?,"alive"
"Steelskin","ghiscari",?,?,?,"alive"
"Steely Pate",?,?,?,?,"alive"
"Steffarion Sparr","ironborn",Sparr,?,?,"alive"
"Steffon Baratheon",?,Baratheon,746,"Lord","dead"
"Steffon Darklyn",?,Darklyn,?,"Lord Commander","dead"
"Steffon Fossoway",?,Fossoway,?,"Ser","alive"
"Steffon Frey",?,Frey,763,?,"alive"
"Steffon Hollard",?,Hollard,?,"Ser","alive"
"Steffon Seaworth",?,Seaworth,793,?,"alive"
"Steffon Stackspear",?,Stackspear,?,"Ser","alive"
"Steffon Swyft",?,Swyft,?,"Ser","alive"
"Steffon Varner",?,Varner,?,"Lord","alive"
"Stevron Frey",?,Frey,733,"Ser","dead"
"Stiv",?,?,?,?,"dead"
"Stone Thumbs","freefolk",?,?,?,"dead"
"Stonehand","ironborn",?,?,?,"alive"
"Stonesnake",?,?,750,?,"alive"
"Stygg",?,Greyjoy,?,?,"alive"
"Styr","freefolk",?,?,?,"dead"
"Sumner Crakehall",?,Crakehall,?,"Lord","alive"
"Sybassion",?,?,?,?,"alive"
"Sybell Spicer",?,Spicer,?,"Lady","alive"
"Sybelle Glover","northmen",Locke,?,"Lady","alive"
"Sylas",?,Greyjoy,?,?,"dead"
"Sylas Flatnose","ironborn",?,?,"Iron King","alive"
"Sylva Santagar","dornish",Santagar,776,"Lady","alive"
"Sylwa Paege",?,Paege,?,?,"alive"
"Symeon Star-Eyes",?,?,?,?,"alive"
"Symon Hollard",?,Hollard,?,"Master","dead"
"Symon Santagar",?,Santagar,?,"Knight","alive"
"Symon Silver Tongue",?,?,?,?,"dead"
"Symon Stripeback",?,Targaryen,?,?,"alive"
"Symond Botley","ironborn",Botley,?,?,"alive"
"Symond Frey",?,Frey,752,?,"dead"
"Symond Templeton",?,Templeton,?,"Knight","alive"
"Syrio Forel","braavosi",Stark,?,"Sword","dead"
"Taena of Myr",?,Merryweather,776,?,"alive"
"Tagganaro","braavosi",?,?,?,"alive"
"Tal Toraq",?,Targaryen,?,?,"alive"
"Talea","braavosi",?,?,?,"alive"
"Talla Tarly",?,Tarly,?,?,"alive"
"Tallad",?,Baratheon,?,"Ser","alive"
"Tanda Stokeworth",?,Stokeworth,?,"Lady","dead"
"Tanselle",?,?,?,?,"alive"
"Tansy",?,?,?,?,"alive"
"Tansy (orphan)",?,?,?,?,"alive"
"Tanton Fossoway",?,Fossoway,?,"Ser","alive"
"Tarber",?,?,?,?,"alive"
"Tarle","ironborn",?,?,?,"alive"
"Temmo","dothraki",?,?,"Khal","dead"
"Ternesio Terys","braavosi",?,?,"Captain","alive"
"Terrance Lynderly",?,Lynderly,?,?,"alive"
"Terrence Kenning",?,Kenning,?,"Lord","alive"
"Terrence Toyne",?,Toyne,?,"Ser","dead"
"Terro","braavosi",?,?,?,"alive"
"The Twins",?,?,?,?,"alive"
"Thenn",?,?,?,?,"alive"
"Theo Frey",?,Frey,?,"Ser","alive"
"Theo Wull","mountainclans",Wull,?,?,"dead"
"Theobald",?,?,?,"Archmaester","alive"
"Theodan Wells",?,Wellsofthe,?,"Ser","alive"
"Theomar Smallwood",?,Smallwood,?,"Lord","alive"
"Theomore",?,?,?,?,"alive"
"Theomore Harlaw",?,Harlaw,?,"Lord","alive"
"Theon Greyjoy","ironmen",Greyjoy,778,"Prince","alive"
"Theon Stark","northmen",?,?,"King","alive"
"Thistle","freefolk",?,?,?,"dead"
"Thoren Smallwood",?,?,?,?,"dead"
"Thormor Ironmaker","ironborn",Ironmaker,?,?,"alive"
"Thoros of Myr",?,?,?,?,"alive"
"Three-Tooth","ironborn",Harlaw,?,?,"alive"
"Three Sisters",?,?,?,?,"alive"
"Three Toes",?,?,?,?,"alive"
"Tickler",?,Clegane,?,?,"dead"
"Tim Stone",?,?,?,?,"alive"
"Tim Tangletongue",?,?,?,?,"alive"
"Timeon","dornish",?,?,?,"dead"
"Timett","mountainclans",?,778,?,"alive"
"Timett (father)","mountainclans",?,?,?,"alive"
"Timon",?,?,?,"Ser","alive"
"Timoth",?,Martell,?,?,"alive"
"Tion Frey",?,Frey,779,?,"dead"
"Titus Peake",?,Peake,?,"Lord","alive"
"Tobbot",?,Clegane,?,?,"alive"
"Tobho Mott",?,?,?,?,"alive"
"Todder",?,?,?,?,"alive"
"Todric",?,?,?,?,"dead"
"Toefinger","freefolk",?,?,?,"alive"
"Togg Joth",?,?,?,?,"alive"
"TomToo","northmen",Stark,?,?,"alive"
"Tom Costayne",?,Costayne,?,"Ser","alive"
"Tom of Sevenstreams",?,?,749,?,"alive"
"Tomard","northmen",Stark,749,?,"dead"
"Tommard Heddle",?,?,?,"Ser","dead"
"Tommen Baratheon",?,?,791,"King","alive"
"Tommen Costayne",?,Costayne,?,"Lord","alive"
"Torbert",?,?,?,"Septon","alive"
"Toregg","freefolk",?,?,?,"alive"
"Tormund","freefolk",?,?,?,"alive"
"Torrek",?,?,?,?,"alive"
"Torren Liddle","mountainclans",Liddle,?,"Lord","alive"
"Torrhen Karstark","northmen",Karstark,?,?,"dead"
"Torrhen Stark","northmen",?,?,"King in the North","alive"
"Torwold Browntooth","ironborn",?,?,?,"alive"
"Torwynd","freefolk",?,?,?,"dead"
"Tothmure",?,?,?,"Maester","dead"
"Trebor Jordayne",?,Jordayne,?,"Lord","alive"
"Tregar",?,Lannister,?,?,"dead"
"Tregar Ormollen",?,?,?,?,"alive"
"Tremond Gargalen",?,Gargalen,?,"Lord","alive"
"Tristan Mudd",?,Mudd,?,"Lord Commander","alive"
"Tristan Ryger",?,Ryger,?,?,"alive"
"Tristifer Botley","ironborn",Botley,?,"Lord","alive"
"Tristifer IV Mudd",?,?,?,?,"alive"
"Tristifer V Mudd",?,?,?,"King","alive"
"Tristimun",?,?,?,"Ser","alive"
"Triston Farwynd","ironborn",Farwynd,?,"Lord","alive"
"Triston Sunderland",?,Sunderland,?,"Lord","alive"
"Triston of Tally Hill",?,?,?,"Ser","alive"
"Trystane Martell","dornish",Martell,787,"Prince","alive"
"Tuffleberry",?,?,?,?,"alive"
"Tumberjon",?,?,?,?,"alive"
"Tumco Lho","ghiscari",?,?,"Ser","alive"
"Turnip","northmen",Stark,?,?,"alive"
"Turquin",?,?,?,"Maester","alive"
"Tya Lannister",?,Baratheon,?,?,"alive"
"Tyana Wylde",?,Wylde,?,?,"alive"
"Tybero Istarion",?,?,?,?,"alive"
"Tybolt Crakehall",?,Crakehall,?,"Ser","alive"
"Tybolt Hetherspoon",?,Hetherspoon,?,"Ser","alive"
"Tybolt Lannister",?,Lannister,?,"Lord","dead"
"Tycho Nestoris","braavosi",?,?,?,"alive"
"Tyene Sand","dornish",Martell,776,?,"alive"
"Tygett Lannister",?,Lannister,?,"Ser","dead"
"Tyland Lannister",?,Lannister,?,"Hand of the King","dead"
"Tymor",?,Greyjoy,?,?,"alive"
"Tyrek Lannister",?,Lannister,786,?,"dead"
"Tyrion Tanner",?,Stokeworth,800,?,"alive"
"Tysane Frey",?,Frey,792,?,"alive"
"Tysha",?,?,771,?,"alive"
"Tyta Frey",?,Frey,769,?,"alive"
"Tytos Blackwood",?,Blackwood,?,"Lord","alive"
"Tytos Brax",?,Brax,?,"Lord","alive"
"Tytos Frey",?,Frey,761,"Ser","dead"
"Tytos Lannister",?,Lannister,720,"Lord","dead"
"Tywin Frey",?,Frey,787,?,"alive"
"Tywin Frey (son of Raymund)",?,Frey,799,?,"alive"
"Tywin Lannister",?,Lannister,742,"Hand of the King","dead"
"Ulf son of Umar","mountainclans",?,?,?,"dead"
"Ulf the Ill","ironborn",Greyjoy,?,?,"dead"
"Ulf the White",?,?,?,"Lord","dead"
"Uller","ironborn",Greyjoy,?,?,"alive"
"Ulmer",?,?,?,?,"alive"
"Ulrick Dayne","dornish",Dayne,?,"Sword","alive"
"Ulwyck Uller",?,Uller,?,"Ser","alive"
"Umar","mountainclans",?,?,?,"alive"
"Umfred",?,Baelish,?,?,"alive"
"Umma",?,?,?,?,"alive"
"Unella",?,?,?,"Septa","alive"
"Urek Ironmaker","ironborn",Ironmaker,?,?,"alive"
"Urras Ironfoot",?,?,?,?,"alive"
"Urrathon","qaren",?,?,?,"alive"
"Urreg",?,?,?,?,"alive"
"Urrigon Greyjoy","ironborn",Greyjoy,768,?,"dead"
"Urron Greyiron","ironborn",?,?,"Iron King","alive"
"Urswyck",?,?,?,?,"alive"
"Urzen","ironborn",Greyjoy,?,?,"alive"
"Utherydes Wayn",?,Wayn,737,"Steward","alive"
"Uthor Tollett",?,Tollett,?,"Lord","alive"
"Uthor Underleaf",?,?,681,"Ser","alive"
"Utt",?,?,?,"Septon","dead"
"Vaellyn",?,?,?,"Archmaester","alive"
"Vaemond Velaryon","valyrian",Velaryon,?,"Ser","dead"
"Val","freefolk",?,?,?,"alive"
"Valaena Velaryon","valyrian",Targaryen,?,"Lady","alive"
"Valarr Targaryen","valyrian",Targaryen,683,"Hand of the King","dead"
"Varamyr","freefolk",?,?,?,"alive"
"Vardis Egen",?,Egen,749,"Captain","dead"
"Vargo Hoat",?,?,?,"Lord","dead"
"Varly","northmen",Stark,?,?,"dead"
"Varys",?,?,?,"Master","alive"
"Vayon Poole",?,Poole,?,"Steward","dead"
"Veiled Lady","braavosi",?,?,?,"alive"
"Vickon Botley","ironborn",Botley,?,?,"alive"
"Vickon Greyjoy",?,Greyjoy,?,"Lord","alive"
"Victaria Tyrell",?,Tyrell,?,?,"alive"
"Victarion Greyjoy","ironborn",Greyjoy,768,"Captain","alive"
"Victor Tyrell",?,Tyrell,?,"Ser","alive"
"Violet",?,?,?,?,"alive"
"Visenya Targaryen","valyrian",Targaryen,472,"Queen","dead"
"Viserys II Targaryen",?,?,622,"Hand of the King","dead"
"Viserys Plumm",?,Plumm,676,"Lord","alive"
"Viserys Targaryen","valyrian",Targaryen,776,"King","dead"
"Vortimer Crane",?,Crane,?,"Ser","alive"
"Vulture King",?,?,?,?,"alive"
"Vylarr",?,Lannister,?,"Captain","alive"
"Vyman",?,?,?,"Maester","alive"
"Waif",?,?,763,?,"alive"
"Walda Frey (daughter of Edwyn)",?,Frey,790,?,"alive"
"Walda Frey (daughter of Lothar)",?,Frey,794,?,"alive"
"Walda Rivers",?,Frey,794,?,"alive"
"Walda Rivers (daughter of Aemon)",?,Frey,795,?,"alive"
"Walder Brax",?,Brax,793,?,"alive"
"Walder Goodbrook",?,Goodbrook,790,?,"alive"
"Walder Haigh",?,Haigh,794,?,"alive"
"Walder Rivers",?,Frey,?,"Ser","alive"
"Walder Vance",?,Vance,763,?,"alive"
"Waldon Wynch",?,Wynch,?,"Lord","alive"
"Walgrave",?,?,?,"Archmaester","alive"
"Wallace Waynwood",?,Waynwood,?,?,"alive"
"Wallen",?,?,?,?,"dead"
"Walton",?,Bolton,?,?,"alive"
"Walton Frey",?,Frey,750,?,"alive"
"Walton Stark",?,Stark,?,"King in the North","alive"
"Waltyr Frey",?,Frey,789,?,"alive"
"Walys Flowers",?,?,?,"Maester","dead"
"Warren",?,?,?,?,"alive"
"Warryn Beesbury",?,Beesbury,?,"Lord","alive"
"Wat",?,?,?,?,"alive"
"Wat (Barleycorn)",?,Osgrey,?,?,"alive"
"Wat (Standfast)",?,Osgrey,?,?,"alive"
"Wat (Wet)",?,Osgrey,?,?,"alive"
"Wat (Whitesmile)",?,?,?,?,"alive"
"Wat (orphan)",?,?,?,?,"alive"
"Wat (sailor)",?,?,?,?,"alive"
"Wate",?,Targaryen,?,?,"alive"
"Watt",?,?,?,?,"dead"
"Watty",?,?,?,?,"alive"
"Waymar Royce",?,Royce,778,"Ser","dead"
"Wayn (guard)","northmen",Stark,?,?,"alive"
"Weasel",?,?,796,?,"alive"
"Weeper","freefolk",?,?,?,"alive"
"Weese",?,Whent,?,?,"dead"
"Wenda",?,?,?,?,"alive"
"Wendamyr","ironborn",Greyjoy,?,"Maester","alive"
"Wendel Frey",?,Frey,786,?,"alive"
"Wendel Manderly",?,Manderly,754,"Ser","dead"
"Wendell Webber",?,Webber,?,"Ser","alive"
"Wendello Qar Deeth","qaren",?,?,?,"alive"
"Werlag","ironborn",Greyjoy,?,?,"alive"
"Wex Pyke","ironborn",Botley,786,?,"alive"
"Whalen Frey",?,Frey,767,"Ser","alive"
"White Harbor",?,?,?,?,"alive"
"White Walda Frey",?,Frey,788,?,"alive"
"Wilbert",?,?,?,"Ser","dead"
"Wilbert Osgrey",?,Osgrey,?,"Ser","alive"
"Will",?,?,?,?,"dead"
"Will (Fletcher)",?,?,?,?,"alive"
"Will (Hookface)",?,?,?,?,"alive"
"Will (Standfast)",?,Osgrey,?,?,"alive"
"Will (Stork)",?,?,?,?,"alive"
"Will (Treb)",?,Osgrey,?,?,"alive"
"Will (orphan)",?,?,?,?,"alive"
"Will (squire)",?,?,?,?,"alive"
"Will Humble","ironborn",Humble,?,?,"alive"
"Willam",?,?,?,?,"dead"
"Willam Dustin","northmen",Dustin,?,"Lord","dead"
"Willam Stark","northmen",Stark,?,"Lord","dead"
"Willam Wells",?,Wells,?,"Ser","dead"
"Willam Wythers",?,Wythers,?,"Captain","alive"
"Willamen Frey",?,?,772,"Maester","alive"
"Willas Tyrell",?,Tyrell,770,?,"alive"
"Willem Darry",?,Darry,?,"Ser","dead"
"Willem Frey",?,Frey,789,?,"alive"
"Willem Lannister",?,Lannister,785,?,"dead"
"Willem Wylde",?,Wylde,?,"Ser","alive"
"William Mooton",?,Mooton,?,"Lord","alive"
"Willifer",?,?,?,"Archmaester","alive"
"Willis Fell",?,Fell,?,"Ser","alive"
"Willis Wode",?,Wode,?,"Ser","alive"
"Willit",?,Swyft,?,?,"alive"
"Willow Heddle",?,?,789,?,"alive"
"Willow Witch-eye","freefolk",?,?,?,"dead"
"Willum",?,?,?,"Ser","alive"
"Wolmer",?,Webber,?,?,"alive"
"Woth",?,?,?,?,"dead"
"Wulfe","ironborn",Greyjoy,?,?,"alive"
"Wun Weg Wun Dar Wun",?,?,?,?,"alive"
"Wyl (guard)","northmen",Stark,?,?,"dead"
"Wyl Waynwood",?,Waynwood,?,?,"dead"
"Wyl the Whittler",?,?,?,?,"dead"
"Wylis Manderly",?,Manderly,752,"Ser","alive"
"Wylla",?,Dayne,?,?,"alive"
"Wylla Manderly",?,Manderly,784,?,"alive"
